rank,module,uri,name,action,status,avg_ms,min_ms,max_ms,runs_ms,bytes,app_ms,queries,query_ms,gzip_ms,gzip_raw_bytes,gzip_bytes,slowest_queries,final_url,error
268,muhasebe,admin/muhasebe/tanimlar/stok-modelleri/create,filament.admin.muhasebe.resources.tanimlar.stok-modelleri.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeStokModeliTanimKaynagi\Pages\CreateMuhasebeStokModeli",200,1459.04,1459.04,1459.04,1459.04,170743,640.06,4,2.74,2.45,170743,25112,"1.3ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.51ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc || 0.5ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.43ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/stok-modelleri/create,
269,muhasebe,admin/muhasebe/tanimlar/doviz-kurlari,filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.index,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\ListDovizKurlari",200,1456.93,1456.93,1456.93,1456.93,259633,667.68,6,15.98,3.37,259633,31403,"12.2ms select count(*) as aggregate from `muhasebe_doviz_kurlari` || 1.45ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.91ms select `id`, `firma_id`, `is_sabit`, `tarih`, `kaynak_para_birimi`, `hedef_para_birimi`, `kur`, `saglayici`, `manuel_mi`, `updated_at` from `muhasebe_doviz_kurlari` order by `tarih` desc, `kaynak_para_birimi` asc, `hedef_para_birimi` asc limit 10 offset 0 || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/doviz-kurlari,
270,teknik-servis,admin/teknik-servis/cihaz-kayit/arizali-cihazlar,filament.admin.teknik-servis.pages.cihaz-kayit.arizali-cihazlar,"App\Filament\Clusters\TeknikServis\Pages\ArizaliCihazlar",200,1456.89,1456.89,1456.89,1456.89,132264,619.94,3,3.17,1.99,132264,20947,"1.37ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 1.26ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.54ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/cihaz-kayit/arizali-cihazlar,
271,muhasebe,admin/muhasebe/muhasebe-panel,filament.admin.muhasebe.pages.muhasebe-panel,"App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi",200,1454.19,1454.19,1454.19,1454.19,181225,673.67,11,12.49,2.49,181225,25635,"6.62ms select count(*) as aggregate from `stok_partileri` where `firma_id` = ? and `kalan_miktar` > ? and `son_kullanma_tarihi` is not null and date(`son_kullanma_tarihi`) <= ? || 1.08ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.75ms select tur, SUM(CASE WHEN tarih BETWEEN ? AND ? THEN tutar ELSE 0 END) AS bugun, SUM(tutar) AS ay from `finans_hareketleri` where `firma_id` = ? and `durum` = ? and `tur` in (?, ?) and `tarih` between ? and ? group by `tur` || 0.68ms select SUM(CASE WHEN stok_takip = 1 AND minimum_stok IS NOT NULL AND stok_miktari <= minimum_stok THEN 1 ELSE 0 END) AS kritik, SUM(CASE WHEN negative_flag = 1 THEN 1 ELSE 0 END) AS negatif, COALESCE(SUM(CASE WHEN stok_takip = 1 THEN stok_degeri ELSE 0 END), 0) AS degeri from `stok_kartlari` where `firma_id` = ? and `durum` = ? and `stok_kartlari`.`deleted_at` is null limit 1 || 0.66ms select `id`, `fatura_no`, `cari_id`, `tur`, `tarih`, `vade_tarihi`, `odeme_durumu`, `para_birimi`, `acik_tutar`, `genel_toplam` from `faturalar` where `firma_id` = ? and `durum` = ? and `faturalar`.`deleted_at` is null order by `tarih` desc, `id` desc limit 8",http://127.0.0.1:8000/admin/muhasebe/muhasebe-panel,
272,muhasebe,admin/muhasebe/tanimlar/tasarimlar,filament.admin.muhasebe.resources.tanimlar.tasarimlar.index,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeTasarimTanimKaynagi\Pages\ListMuhasebeTasarimlari",200,1449.8,1449.8,1449.8,1449.8,181739,663.91,4,2.59,2.65,181739,25826,"1.16ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/tasarimlar,
273,siparisler,admin/siparisler,filament.admin.resources.siparisler.index,"App\Filament\Resources\SiparisKaynagi\Pages\ListSiparisler",200,1448.78,1448.78,1448.78,1448.78,207781,659.51,5,3.03,2.91,207781,27556,"1.27ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.51ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.34ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/siparisler,
274,teknik-servis,admin/teknik-servis/operasyon/mesaj-gecmisi,filament.admin.teknik-servis.pages.operasyon.mesaj-gecmisi,"App\Filament\Clusters\TeknikServis\Pages\TeknikServisMesajGecmisiSayfasi",200,1447.65,1447.65,1447.65,1447.65,132239,638.11,3,2.01,1.94,132239,20937,"1.12ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.45ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.44ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/operasyon/mesaj-gecmisi,
275,teklif-yonetimi,admin/teklif-yonetimi/sablonlar/create,filament.admin.teklif-yonetimi.resources.sablonlar.create,"App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\CreateTeklifSablonu",200,1446.51,1446.51,1446.51,1446.51,188934,642.13,3,2.17,2.8,188934,28126,"1.2ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.51ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teklif-yonetimi/sablonlar/create,
276,muhasebe,admin/muhasebe/tanimlar/varyantlar,filament.admin.muhasebe.resources.tanimlar.varyantlar.index,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\ListMuhasebeVaryantlari",200,1439.93,1439.93,1439.93,1439.93,181734,624.83,4,2.89,2.53,181734,25830,"1.44ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.5ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.49ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/varyantlar,
277,muhasebe,admin/muhasebe/tanimlar/stok-kategorileri,filament.admin.muhasebe.pages.tanimlar.stok-kategorileri,"App\Filament\Clusters\Muhasebe\Pages\StokKategoriTanimlariSayfasi",200,1439.67,1439.67,1439.67,1439.67,132280,626.88,3,2.06,1.95,132280,20974,"1.17ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.44ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/tanimlar/stok-kategorileri,
278,muhasebe,admin/muhasebe/tanimlar/logo-turleri,filament.admin.muhasebe.resources.tanimlar.logo-turleri.index,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\ListMuhasebeLogoTurleri",200,1438.78,1438.78,1438.78,1438.78,181767,640.17,4,2.99,2.49,181767,25845,"1.34ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.64ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.49ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/logo-turleri,
279,sistem-yetkiler,admin/sistem-yetkiler/create,filament.admin.resources.sistem-yetkiler.create,"App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiOlustur",200,1438.1,1438.1,1438.1,1438.1,158921,646.66,4,2.37,2.24,158921,23968,"1.04ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.44ms select `ad`, `kod` from `moduller` where `moduller`.`deleted_at` is null order by `ad` asc || 0.43ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/sistem-yetkiler/create,
280,personel-takip,admin/personel-takip/avanslar,filament.admin.personel-takip.resources.avanslar.index,"App\Filament\Clusters\PersonelTakip\Resources\PersonelAvansKaynagi\Pages\ListPersonelAvanslari",200,1436.56,1436.56,1436.56,1436.56,180792,666.6,6,19.23,2.73,180792,25797,"15.86ms select count(*) as aggregate from `personel_avanslari` where `personel_avanslari`.`deleted_at` is null || 1.04ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.79ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.6ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.51ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/personel-takip/avanslar,
281,muhasebe,admin/muhasebe/tanimlar/logo-turleri/create,filament.admin.muhasebe.resources.tanimlar.logo-turleri.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\CreateMuhasebeLogoTuru",200,1433.46,1433.46,1433.46,1433.46,165076,663.97,4,4.97,3.09,165076,24901,"3.02ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.85ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.57ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc || 0.53ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/tanimlar/logo-turleri/create,
282,teknik-servis,admin/teknik-servis/operasyon/islem-loglari,filament.admin.teknik-servis.pages.operasyon.islem-loglari,"App\Filament\Clusters\TeknikServis\Pages\TeknikServisIslemLoglariSayfasi",200,1430.59,1430.59,1430.59,1430.59,132242,613.49,3,2.34,1.98,132242,20929,"1.25ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.6ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.49ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/operasyon/islem-loglari,
283,muhasebe,admin/muhasebe/raporlar/gelir-gider,filament.admin.muhasebe.pages.raporlar.gelir-gider,"App\Filament\Clusters\Muhasebe\Pages\GelirGiderRaporuSayfasi",200,1427.87,1427.87,1427.87,1427.87,175641,667.05,5,9.41,2.64,175641,25948,"6.29ms select COALESCE(NULLIF(para_birimi, ''), 'TRY') as para_birimi, SUM(tutar) as gider, COUNT(*) as masraf_adedi from `masraflar` where `firma_id` = ? and `durum` = ? and `tarih` between ? and ? group by `para_birimi` || 1.14ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.86ms select COALESCE(NULLIF(para_birimi, ''), 'TRY') as para_birimi, SUM(CASE WHEN tur IN ('giden','proforma') THEN genel_toplam ELSE 0 END) as gelir, SUM(CASE WHEN tur IN ('gelen','gider') THEN genel_toplam ELSE 0 END) as gider, COUNT(*) as fatura_adedi, SUM(CASE WHEN tur IN ('giden','proforma') THEN 1 ELSE 0 END) as gelir_fatura_adedi, SUM(CASE WHEN tur IN ('gelen','gider') THEN 1 ELSE 0 END) as gider_fatura_adedi from  || 0.57ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.55ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/raporlar/gelir-gider,
284,personel-takip,admin/personel-takip/ayarlar,filament.admin.personel-takip.pages.ayarlar,"App\Filament\Clusters\PersonelTakip\Pages\PersonelAyarlariSayfasi",200,1427.46,1427.46,1427.46,1427.46,158320,646.04,4,5.82,2.2,158320,23286,"3.77ms select * from `personel_ayarlar` where `firma_id` = ? and `anahtar` = ? limit 1 || 1.08ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/personel-takip/ayarlar,
285,muhasebe,admin/muhasebe/satis/barkodlu-satis-iade-gecmisi,filament.admin.muhasebe.pages.satis.barkodlu-satis-iade-gecmisi,"App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisIadeGecmisiSayfasi",200,1427.12,1427.12,1427.12,1427.12,194931,655.03,6,3.29,2.8,194931,28592,"1.08ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.5ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.47ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.42ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/satis/barkodlu-satis-iade-gecmisi,
286,muhasebe,admin/muhasebe/stok/depo-transfer-gecmisi,filament.admin.muhasebe.pages.stok.depo-transfer-gecmisi,"App\Filament\Clusters\Muhasebe\Pages\StokDepoTransferGecmisiSayfasi",200,1426.74,1426.74,1426.74,1426.74,187267,681.05,5,8.25,2.56,187267,26201,"5.53ms select count(*) as aggregate from `stok_transferleri` || 1.15ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.58ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.53ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/stok/depo-transfer-gecmisi,
287,teknik-servis,admin/teknik-servis/operasyon/garantili-cihazlar,filament.admin.teknik-servis.pages.operasyon.garantili-cihazlar,"App\Filament\Clusters\TeknikServis\Pages\GarantiliCihazlarSayfasi",200,1424.72,1424.72,1424.72,1424.72,167830,626.85,4,2.83,2.31,167830,24006,"1.15ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.64ms select `teknik_servis_kayitli_cihazlar`.`id`, `teknik_servis_kayitli_cihazlar`.`model_no`, `teknik_servis_kayitli_cihazlar`.`seri_no`, `teknik_servis_kayitli_cihazlar`.`garanti_baslangic_tarihi`, `teknik_servis_kayitli_cihazlar`.`garanti_bitis_tarihi`, `cari`.`ad` as `cari_adi`, `cari`.`telefon` as `cari_telefon`, `cari`.`gsm` as `cari_gsm`, `cihaz`.`ad` as `cihaz_adi`, `marka`.`ad` as `marka_adi` from `teknik_servis || 0.58ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/operasyon/garantili-cihazlar,
288,muhasebe,admin/muhasebe/stok/stok-kategorileri,filament.admin.muhasebe.resources.stok.stok-kategorileri.index,"App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\ListStokKategorileri",200,1424.31,1424.31,1424.31,1424.31,186206,641.14,4,2.87,2.61,186206,25948,"1.12ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.64ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.63ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.48ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/stok/stok-kategorileri,
289,muhasebe,admin/muhasebe/stok/depo-stoklari,filament.admin.muhasebe.pages.stok.depo-stoklari,"App\Filament\Clusters\Muhasebe\Pages\StokDepoListesiSayfasi",200,1421.76,1421.76,1421.76,1421.76,144596,638.43,8,3.74,2.14,144596,22542,"1.17ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.43ms select `ad`, `id` from `muhasebe_depolar` where `firma_id` = ? and `muhasebe_depolar`.`deleted_at` is null order by `ad` asc || 0.43ms select * from `stok_depo_bakiyeleri` where `firma_id` = ? order by `miktar` desc limit 500 || 0.42ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.34ms select `en_m`, `boy_m` from `stok_olculeri` where `stok_olculeri`.`stok_id` = ? and `stok_olculeri`.`stok_id` is not null and `aktif_mi` = ? and `takip_turu` = ? and `stok_olculeri`.`deleted_at` is null",http://127.0.0.1:8000/admin/muhasebe/stok/depo-stoklari,
290,muhasebe,admin/muhasebe/tanimlar/varyantlar/create,filament.admin.muhasebe.resources.tanimlar.varyantlar.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\CreateMuhasebeVaryant",200,1420.56,1420.56,1420.56,1420.56,165045,631.85,4,2.95,2.36,165045,24877,"1.03ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.76ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.69ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.47ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc",http://127.0.0.1:8000/admin/muhasebe/tanimlar/varyantlar/create,
291,teknik-servis,admin/teknik-servis/belgeler/servis-fisi,filament.admin.teknik-servis.pages.belgeler.servis-fisi,"App\Filament\Clusters\TeknikServis\Pages\ServisFisi",200,1418.58,1418.58,1418.58,1418.58,137138,620.85,9,20.81,2.09,137138,22157,"14.97ms insert into `teknik_servis_baski_sablonlari` (`firma_id`, `sablon_turu`, `ad`, `kod`, `sayfa_tipi`, `sablon_logo`, `sablon_html`, `sablon_css`, `varsayilan_mi`, `aktif`, `updated_at`, `created_at`) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) || 1.97ms insert into `teknik_servis_baski_sablonlari` (`firma_id`, `sablon_turu`, `ad`, `kod`, `sayfa_tipi`, `sablon_logo`, `sablon_html`, `sablon_css`, `varsayilan_mi`, `aktif`, `updated_at`, `created_at`) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) || 1.07ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.66ms select * from `teknik_servis_baski_sablonlari` where `firma_id` = ? and `sablon_turu` = ? and `aktif` = ? order by `varsayilan_mi` desc, `id` asc limit 1 || 0.47ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/belgeler/servis-fisi,
292,teknik-servis,admin/teknik-servis/cihaz-kayit/teslim-edilen-cihazlar,filament.admin.teknik-servis.pages.cihaz-kayit.teslim-edilen-cihazlar,"App\Filament\Clusters\TeknikServis\Pages\TeslimEdilenCihazlar",200,1418.26,1418.26,1418.26,1418.26,132291,622.77,3,2.17,1.99,132291,20947,"1.25ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.48ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.44ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/cihaz-kayit/teslim-edilen-cihazlar,
293,muhasebe,admin/muhasebe/tanimlar/vergi-oranlari/create,filament.admin.muhasebe.resources.tanimlar.vergi-oranlari.create,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\VergiOraniTanimKaynagi\Pages\CreateVergiOrani",200,1416.66,1416.66,1416.66,1416.66,168538,638.45,4,2.81,2.4,168538,25152,"1.19ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.57ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.55ms select `ad`, `id` from `firmalar` where `firmalar`.`deleted_at` is null order by `ad` asc || 0.5ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/vergi-oranlari/create,
294,muhasebe,admin/muhasebe/tanimlar/stok-modelleri,filament.admin.muhasebe.resources.tanimlar.stok-modelleri.index,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeStokModeliTanimKaynagi\Pages\ListMuhasebeStokModelleri",200,1414.28,1414.28,1414.28,1414.28,181795,655.21,4,2.45,2.61,181795,25854,"1.02ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.47ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.44ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/stok-modelleri,
295,sekreter,admin/sekreter/gorevler,filament.admin.sekreter.resources.gorevler.index,"App\Filament\Clusters\Sekreter\Resources\GorevKaynagi\Pages\ListGorevler",200,1409,1409,1409,1409,162414,642.87,6,3.27,2.44,162414,24024,"1.11ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.48ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.46ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.46ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.43ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sekreter/gorevler,
